food_name,brand_name_item_name,brand_name,serving_unit,serving_qty,nf_calories
"Organic Bagels, Plain Awesome","Dave's Killer Bread Organic Bagels, Plain Awesome",Dave's Killer Bread,bagel,1.0,260.0
"Bagels, Onion","Loves Bagels, Onion",Loves,bagel,1.0,228.0
Baked! Ruffles Original,Baked! Baked! Ruffles Original,Baked!,crisps,12.0,120.0
"Oven Baked Potato Crisps, Original","Lay's Oven Baked Potato Crisps, Original",Lay's,package,1.0,140.0
"Oven Baked Potato Chips, Barbecue","Lay's Oven Baked Potato Chips, Barbecue",Lay's,package,1.0,140.0
Soft Baked Oatmeal Cookies,Oven Baked Soft Baked Oatmeal Cookies,Oven Baked,cookie,1.0,110.0
Baked Goods,Gianna's Handmade Baked Goods Baked Goods,Gianna's Handmade Baked Goods,oz,1.0,120.0
Handmade Baked Goods,Gianna's Handmade Baked Goods Handmade Baked Goods,Gianna's Handmade Baked Goods,oz,1.0,130.0
Oven Baked Crunchy Cheese Snack,Cheetos Oven Baked Crunchy Cheese Snack,Cheetos,package,1.0,120.0
Baked Lemon Bar,Fiber One Baked Lemon Bar,Fiber One,bar,1.0,90.0
"Oven Baked, Potato Crisps, Cheddar & Sour Cream","Ruffles Oven Baked, Potato Crisps, Cheddar & Sour Cream",Ruffles,package,1.0,140.0
Gianna's All Natural Baked Goods,Gianna's Handmade Baked Goods Gianna's All Natural Baked Goods,Gianna's Handmade Baked Goods,oz,1.0,130.0
"Soft Baked Bars, Baked Squares with Fruit Filling, Strawberry","Quaker Soft Baked Bars, Baked Squares with Fruit Filling, Strawberry",Quaker,bar,1.0,210.0
Oven Baked Crunchy Cheese Snacks,Cheetos Oven Baked Crunchy Cheese Snacks,Cheetos,pieces,34.0,140.0
Baked Chicken,Lean Cuisine Baked Chicken,Lean Cuisine,package,1.0,260.0
"Shamu and Friends Baked Snack Crackers, Baked with Cheddar Cheese","Stauffer's Shamu and Friends Baked Snack Crackers, Baked with Cheddar Cheese",Stauffer's,crackers,32.0,90.0
"Goldfish Baked Snack Crackers, Cheddar","Pepperidge Farm Goldfish Baked Snack Crackers, Cheddar",Pepperidge Farm,pieces,55.0,140.0
"Oven Baked Potato Chips, Original","Lay's Oven Baked Potato Chips, Original",Lay's,crisps,17.0,120.0
Baked Scoops Tortilla Chips,Tostitos Baked Scoops Tortilla Chips,Tostitos,chips,16.0,120.0
BBQ Beans,Woody's BBQ BBQ Beans,Woody's BBQ,order,1.0,170.0
BBQ Sauce,Svens BBQ BBQ Sauce,Svens BBQ,tbsp,2.0,60.0
"Central BBQ, Hot BBQ","Que Central BBQ, Hot BBQ",Que,g,28.0,35.0
Pork BBQ Wrap,Woody's BBQ Pork BBQ Wrap,Woody's BBQ,sandwich,1.0,440.0
"BBQ Sauce, Original","BBQ Smoque BBQ Sauce, Original",BBQ Smoque,tbsp,2.0,35.0
Turkey BBQ Wrap,Woody's BBQ Turkey BBQ Wrap,Woody's BBQ,sandwich,1.0,320.0
Australian BBQ Sauce,Australian BBQ Sauce Australian BBQ Sauce,Australian BBQ Sauce,tbsp,1.0,20.0
BBQ Beef Musubi,Ono Hawaiian Bbq BBQ Beef Musubi,Ono Hawaiian Bbq,pcs,2.0,580.0
BBQ Chicken Musubi,Ono Hawaiian Bbq BBQ Chicken Musubi,Ono Hawaiian Bbq,pcs,2.0,530.0
Hawaiian BBQ Beef,Ono Hawaiian Bbq Hawaiian BBQ Beef,Ono Hawaiian Bbq,serving,1.0,630.0
Hawaiian BBQ Chicken,Ono Hawaiian Bbq Hawaiian BBQ Chicken,Ono Hawaiian Bbq,serving,1.0,460.0
Hawaiian BBQ Mix,Ono Hawaiian Bbq Hawaiian BBQ Mix,Ono Hawaiian Bbq,serving,1.0,820.0
Honey Hog BBQ,Meat Church BBQ Honey Hog BBQ,Meat Church BBQ,tsp,1.0,5.0
Beef BBQ Wrap,Woody's BBQ Beef BBQ Wrap,Woody's BBQ,sandwich,1.0,380.0
Georgia Mustard BBQ Sauce,Mission BBQ Georgia Mustard BBQ Sauce,Mission BBQ,serving,1.0,35.0
"BBQ Ribs, Original BBQ Sauce","Shoney's BBQ Ribs, Original BBQ Sauce",Shoney's,each,1.0,110.0
KC Classic BBQ Sauce,Mission BBQ KC Classic BBQ Sauce,Mission BBQ,serving,1.0,35.0
Memphis Belle BBQ Sauce,Mission BBQ Memphis Belle BBQ Sauce,Mission BBQ,serving,1.0,45.0
Gator Bite BBQ Sauce,Mission BBQ Gator Bite BBQ Sauce,Mission BBQ,serving,1.0,90.0
Bison Burger,New Frontier Bison Bison Burger,New Frontier Bison,oz,4.0,190.0
Ground Bison,High Plains Bison Ground Bison,High Plains Bison,oz,4.0,190.0
Bison Burgers,High Plains Bison Bison Burgers,High Plains Bison,patty,1.0,340.0
Uncured Bison Hot Dogs,High Plains Bison Uncured Bison Hot Dogs,High Plains Bison,link,1.0,150.0
"Bratwurst, Bison and Beef","Tender Bison Bratwurst, Bison and Beef",Tender Bison,oz,3.0,260.0
"Bison is Gouda Burger Bowl, 1/2 lb. Bison Burger","The Counter Bison is Gouda Burger Bowl, 1/2 lb. Bison Burger",The Counter,oz.,18.399999618530273,1050.0
"Over-Easy Bison Burger, Grass-Fed Bison","Snap Kitchen Grocery Over-Easy Bison Burger, Grass-Fed Bison",Snap Kitchen Grocery,serving,1.0,320.0
"Bison is Gouda Burger Bowl, 1/3 lb. Bison Burger","The Counter Bison is Gouda Burger Bowl, 1/3 lb. Bison Burger",The Counter,oz.,14.899999618530273,830.0
Bison Chuck Roast,Durham Ranch Bison Chuck Roast,Durham Ranch,oz,4.0,130.0
Bison Meatballs & Quinoa,Indie Fresh Bison Meatballs & Quinoa,Indie Fresh,oz,16.0,700.0
Bison Prairie Burger,Rock Bottom Bison Prairie Burger,Rock Bottom,serving,1.0,910.0
Bison Ribeye Steak,Lone Peak Bison Ribeye Steak,Lone Peak,oz,4.0,190.0
Maple Bison & Eggs,Fresh Kitchen Maple Bison & Eggs,Fresh Kitchen,g,284.0,600.0
Gourmet Bison Franks,Nebraska Bison Gourmet Bison Franks,Nebraska Bison,link,1.0,170.0
BBQ Bison Meatloaf,Lazy Dog BBQ Bison Meatloaf,Lazy Dog,serving,1.0,1200.0
Bison Grain Bowl,Fresh Kitchen Bison Grain Bowl,Fresh Kitchen,g,349.0,660.0
"Bison Uncured Bacon, Cranberry","Epic Bison Uncured Bacon, Cranberry",Epic,bar,1.0,130.0
"Bison, Ground","Bear Mountain Bison Bison, Ground",Bear Mountain Bison,oz,4.0,200.0
All Natural Cube Steak,Tender Bison All Natural Cube Steak,Tender Bison,oz,4.0,130.0
Buffalo Burger Patties,Cook's Bison Ranch Buffalo Burger Patties,Cook's Bison Ranch,oz,4.0,160.0
"Savory Vegetable Barley, Light","Progresso Savory Vegetable Barley, Light",Progresso,cup,1.0,60.0
Beef Barley Soup,Progresso Beef Barley Soup,Progresso,cup,1.0,110.0
Organic Chopped Vegetable & Barley Soup,Cedarlane Organic Chopped Vegetable & Barley Soup,Cedarlane,cup,1.0,70.0
Light Savory Beef Barley Vegetable Soup,Progresso Light Savory Beef Barley Vegetable Soup,Progresso,cup,1.0,70.0
Barley & Rye,Stonemill Barley & Rye,Stonemill,slices,2.0,140.0
Barley Pumpkin Kale,Soupergirl Barley Pumpkin Kale,Soupergirl,cup,1.0,120.0
Barley Risotto,Cuisine Solutions Barley Risotto,Cuisine Solutions,cup,0.6600000262260437,210.0
Chicken Barley,Progresso Chicken Barley,Progresso,cup,1.0,90.0
Mushroom Barley,Gigi Cafe Mushroom Barley,Gigi Cafe,g,340.0,250.0
Soluble Toasted Barley,Orzo Soluble Toasted Barley,Orzo,teaspoons,2.5,11.229999542236328
"Soup, Mushroom Barley","Fairway Soup, Mushroom Barley",Fairway,cup,1.0,90.0
Sunflower & Barley Bread,Vogel Sunflower & Barley Bread,Vogel,slice,1.0,101.51000213623047
Vegetable Barley Risotto,Tesco Vegetable Barley Risotto,Tesco,a pack,0.5,222.3699951171875
Vegetable Barley,Gigi Cafe Vegetable Barley,Gigi Cafe,g,340.0,260.0
"Soup, Beef Barley, Organic","Wegmans Soup, Beef Barley, Organic",Wegmans,cup,1.0,130.0
Young Barley Grass Powder,Yamamoto Young Barley Grass Powder,Yamamoto,sachet,1.0,12.0
Barley Clusters,Goodness Superfoods Barley Clusters,Goodness Superfoods,cup,0.5,241.47000122070312
Chicken Sausage & Barley Bowl,Healthy Choice Chicken Sausage & Barley Bowl,Healthy Choice,meal,1.0,340.0
Chopped Vegetable & Barley Soup,Cedarlane Chopped Vegetable & Barley Soup,Cedarlane,cup,1.0,80.0
"Condensed Soup, Barley & Mushroom","Rokeach Condensed Soup, Barley & Mushroom",Rokeach,cup,0.5,120.0
Beer Batter Pancakes,World of Beer Beer Batter Pancakes,World of Beer,serving,1.0,630.0
Beerunch Burger,World of Beer Beerunch Burger,World of Beer,serving,1.0,730.0
Belgian Beer Waffles,World of Beer Belgian Beer Waffles,World of Beer,serving,1.0,830.0
Belgian Beer Waffles with Blueberries,World of Beer Belgian Beer Waffles with Blueberries,World of Beer,serving,1.0,870.0
Belgian Beer Waffles with Strawberries,World of Beer Belgian Beer Waffles with Strawberries,World of Beer,serving,1.0,850.0
Crispy Beer Brined Chicken Sliders,World of Beer Crispy Beer Brined Chicken Sliders,World of Beer,serving,1.0,480.0
Beer Battered Shrimp Tacos,World of Beer Beer Battered Shrimp Tacos,World of Beer,tacos,3.0,710.0
Beer Batter Pancakes with Blueberries,World of Beer Beer Batter Pancakes with Blueberries,World of Beer,serving,1.0,660.0
Crispy Beer Brined Chicken Street Tacos,World of Beer Crispy Beer Brined Chicken Street Tacos,World of Beer,tacos,3.0,870.0
Belgian Beer Waffles with Almond Butter,World of Beer Belgian Beer Waffles with Almond Butter,World of Beer,serving,1.0,1010.0
German Pretzel with WOB Beer Cheese,World of Beer German Pretzel with WOB Beer Cheese,World of Beer,serving,1.0,1100.0
Beer Batter Pancakes with Candied Pecans,World of Beer Beer Batter Pancakes with Candied Pecans,World of Beer,serving,1.0,950.0
Belgian Beer Waffles with Blackberry Jam,World of Beer Belgian Beer Waffles with Blackberry Jam,World of Beer,serving,1.0,900.0
Beer Batter Pancakes with Semi Sweet Chocolate Chips,World of Beer Beer Batter Pancakes with Semi Sweet Chocolate Chips,World of Beer,serving,1.0,930.0
Beer,Miller Lite Beer,Miller Lite,fl oz,12.0,96.0
Ultra Light Beer,Michelob Ultra Light Beer,Michelob,oz,12.0,95.0
German Pretzel with WOB House Made Mustard and Beer Cheese,World of Beer German Pretzel with WOB House Made Mustard and Beer Cheese,World of Beer,serving,1.0,1240.0
Octoberfest Beer,Samuel Adams Octoberfest Beer,Samuel Adams,12oz bottle,1.0,187.0
Light Beer,Michelob Ultra Light Beer,Michelob Ultra,fl. oz.,12.0,85.0
Beer Bratwurst,Marsh Beer Bratwurst,Marsh,links,1.0,260.0
"Bisque, Roasted Red Pepper & Crab Bisque","Signature Cafe Bisque, Roasted Red Pepper & Crab Bisque",Signature Cafe,cup,1.0,170.0
Lobster Bisque,Marketside Lobster Bisque,Marketside,cup,1.0,310.0
Mushroom Bisque,Zoup! Mushroom Bisque,Zoup!,oz,8.0,190.0
Tomato Bisque,Wegmans Tomato Bisque,Wegmans,cup,1.0,110.0
Asiago Bisque,Kneaders Asiago Bisque,Kneaders,cup,1.0,250.0
Tomato Basil Bisque,Medifast Tomato Basil Bisque,Medifast,packet,1.0,110.0
"Tomato Bisque, Cup","Crispers Tomato Bisque, Cup",Crispers,serving,1.0,160.0
Artichoke Bisque,Urbane Cafe Artichoke Bisque,Urbane Cafe,serving,1.0,330.0
Savory Harvest Bisque,Blount Savory Harvest Bisque,Blount,cup,1.0,190.0
Shrimp Bisque,Bookbinder's Shrimp Bisque,Bookbinder's,cup,0.5,100.0
Butternut Squash Bisque,First Watch Butternut Squash Bisque,First Watch,serving,1.0,170.0
Creamy Mushroom Bisque,Giant Eagle Creamy Mushroom Bisque,Giant Eagle,cup,1.0,140.0
Pumpkin Bisque Cup,Mimi's Cafe Pumpkin Bisque Cup,Mimi's Cafe,oz,6.0,160.0
Tomato Bisque Soup,Culinary Treasures Tomato Bisque Soup,Culinary Treasures,cup,1.0,200.0
"Tomato Bisque, Bowl","Coco's Bakery Tomato Bisque, Bowl",Coco's Bakery,bowl,1.0,500.0
Seafood Bisque,Souper Salad Seafood Bisque,Souper Salad,oz,5.0,120.0
Tomato & Sweet Basil Bisque,Campbell's Tomato & Sweet Basil Bisque,Campbell's,cup,1.0,290.0
"Carrot Bisque, Bowl","Seasons 52 Carrot Bisque, Bowl",Seasons 52,Serving,1.0,360.0
Fire Roasted Tomato Bisque,Zoup! Fire Roasted Tomato Bisque,Zoup!,oz,8.0,290.0
"Lobster Bisque, Cup","Joey's Seafood Lobster Bisque, Cup",Joey's Seafood,oz,7.0,240.0
Smoked Bluefish Pate,Smoked Boston Fish Co Smoked Bluefish Pate,Smoked Boston Fish Co,oz,2.0,110.0
"Preservative free, Washed and Ready to us","Broccoli Florets Grocery Preservative free, Washed and Ready to us",Broccoli Florets Grocery,oz,3.0,25.0
Grilled Chicken & Broccoli Alfredo,Healthy Choice Cafe Steamers Grilled Chicken & Broccoli Alfredo,Healthy Choice Cafe Steamers,meal,1.0,190.0
Broccoli Florets,Great Value Broccoli Florets,Great Value,cup,1.0,20.0
Beef & Broccoli,Healthy Choice Beef & Broccoli,Healthy Choice,meal,1.0,280.0
"Broccoli Slaw, Broccoli and Carrots","Full Circle Broccoli Slaw, Broccoli and Carrots",Full Circle,oz,3.0,25.0
Seasoned Broccoli,Green Giant Seasoned Broccoli,Green Giant,cup frozen,1.25,60.0
Broccoli & Cheese Sauce,Green Giant Steamers Broccoli & Cheese Sauce,Green Giant Steamers,cup frozen,0.6700000166893005,60.0
Broccoli Cuts,Birds Eye Broccoli Cuts,Birds Eye,cup,1.0,30.0
Broccoli & Cauliflower,Birds Eye Broccoli & Cauliflower,Birds Eye,cups,1.25,25.0
Steamed Broccoli Florets,Season's Choice Steamed Broccoli Florets,Season's Choice,cup,0.75,30.0
Alfredo Pasta with Chicken & Broccoli,Lean Cuisine Alfredo Pasta with Chicken & Broccoli,Lean Cuisine,package,1.0,280.0
Chicken & Broccoli Alfredo,Atkins Chicken & Broccoli Alfredo,Atkins,tray,1.0,290.0
Asian Citrus,Broccoli Bites Asian Citrus,Broccoli Bites,oz,1.0,150.0
Broccoli Cheddar Soup,Panera Bread Grocery Broccoli Cheddar Soup,Panera Bread Grocery,cup,1.0,240.0
Creamy Rigatoni with Broccoli & Chicken,WeightWatchers Smart Ones Creamy Rigatoni with Broccoli & Chicken,WeightWatchers Smart Ones,package,1.0,260.0
"Rice Sides, Cheddar Broccoli","Knorr Rice Sides, Cheddar Broccoli",Knorr,cup,0.5,240.0
Broccoli Cheese with Bacon,Progresso Broccoli Cheese with Bacon,Progresso,cup,1.0,180.0
Spicy Grilled Buritto - Beef,Casa Ole Spicy Grilled Buritto - Beef,Casa Ole,serving,1.0,1180.0
Carne Guisada Buritto,Casa Ole Carne Guisada Buritto,Casa Ole,serving,1.0,1170.0
Spicy Grilled Buritto - Chicken,Casa Ole Spicy Grilled Buritto - Chicken,Casa Ole,serving,1.0,1140.0
Diced Cabbage with Red Cabbage & Carrots,True Leaf Farms Diced Cabbage with Red Cabbage & Carrots,True Leaf Farms,cups,2.0,20.0
Cabbage,Shoney's Cabbage,Shoney's,cup,0.5,90.0
Mixed Cabbage,Salata Mixed Cabbage,Salata,oz,1.0,5.0
Red Cabbage,Uberrito Red Cabbage,Uberrito,oz,2.0,15.0
Green Cabbage,Buffets Green Cabbage,Buffets,spoon,1.0,70.0
Seasoned Cabbage,Buffets Seasoned Cabbage,Buffets,spoon,1.0,40.0
Cabbage & Herb Blend,Chop't Cabbage & Herb Blend,Chop't,Portion,1.0,45.0
Pork & Cabbage Dumplings,Juans Pork & Cabbage Dumplings,Juans,pieces,3.0,149.0
"Red Cabbage, Plate","Garbanzo Red Cabbage, Plate",Garbanzo,grams,37.0,30.0
Shredded Cabbage,Cafe Yumm Shredded Cabbage,Cafe Yumm,serving,1.0,5.0
Cabbage Soup,Dworek Cabbage Soup,Dworek,g,232.0,31.0
Cabbage Leaves,Zergut Cabbage Leaves,Zergut,cup,0.5,20.0
Cabbage Rolls,Mom's Cabbage Rolls,Mom's,cabbage rolls,3.0,200.0
Cabbage Beef Soup,Shoney's Cabbage Beef Soup,Shoney's,cup,0.5,90.0
"Cabbage, Country","Ponderosa Steakhouse Cabbage, Country",Ponderosa Steakhouse,Ounce,1.0,15.0
"Cabbage, Red","Ponderosa Steakhouse Cabbage, Red",Ponderosa Steakhouse,Ounce,1.0,10.0
Cabbage + Slaw Dressing,Western Sizzlin Cabbage + Slaw Dressing,Western Sizzlin,oz,3.0,90.0
Cabbage Wedges,K & W Cafeterias Cabbage Wedges,K & W Cafeterias,serving,1.0,130.0
"Cabbage, Sauteed","K & W Cafeterias Cabbage, Sauteed",K & W Cafeterias,serving,1.0,35.0
Chinese Cabbage,YC's Mongolian Grill Chinese Cabbage,YC's Mongolian Grill,oz,2.0,5.0
"Power Cakes, Protein Packed Buttermilk, Flapjack and Waffle Mix","Kodiak Cakes Power Cakes, Protein Packed Buttermilk, Flapjack and Waffle Mix",Kodiak Cakes,cup,0.5,190.0
"Rice Cakes, Chocolate Crunch","Quaker Rice Cakes, Chocolate Crunch",Quaker,cake,1.0,60.0
"Rice Cakes, Lightly Salted","Quaker Rice Cakes, Lightly Salted",Quaker,cake,1.0,35.0
"Protein Bar, Birthday Cake Flavor","Quest Bar Protein Bar, Birthday Cake Flavor",Quest Bar,bar,1.0,180.0
"Power Waffle, Buttermilk & Vanilla","Kodiak Cakes Power Waffle, Buttermilk & Vanilla",Kodiak Cakes,waffles,2.0,260.0
"Flapjack and Waffle Mix, Buttermilk","Kodiak Cakes Flapjack and Waffle Mix, Buttermilk",Kodiak Cakes,cup,0.5,190.0
"Flapjack, Buttermilk & Maple","Power Cakes Flapjack, Buttermilk & Maple",Power Cakes,cup,1.0,250.0
"Oatmeal Unleashed, Chocolate Chip","Kodiak Cakes Oatmeal Unleashed, Chocolate Chip",Kodiak Cakes,g,60.0,240.0
"Oatmeal Unleashed, Maple & Brown Sugar","Kodiak Cakes Oatmeal Unleashed, Maple & Brown Sugar",Kodiak Cakes,g,60.0,230.0
"Power Flapjacks, Buttermilk","Kodiak Cakes Power Flapjacks, Buttermilk",Kodiak Cakes,flapjacks,3.0,190.0
"Birthday Cake Cookie Fudge Cake, 6 inch Cake","Marble Slab Creamery Birthday Cake Cookie Fudge Cake, 6 inch Cake",Marble Slab Creamery,oz,6.0,520.0
"Birthday Cake Cookie Fudge Cake, 8 inch Cake","Marble Slab Creamery Birthday Cake Cookie Fudge Cake, 8 inch Cake",Marble Slab Creamery,oz,6.0,490.0
Cinnamon & Maple Flapjack on the Go,Kodiak Cakes Cinnamon & Maple Flapjack on the Go,Kodiak Cakes,g,64.0,260.0
"One Bar, Birthday Cake","Oh Yeah! One Bar, Birthday Cake",Oh Yeah!,bar,1.0,220.0
Cake Rusk,Sara Cake Cake Rusk,Sara Cake,pc,1.0,110.0
"Cocktail Cake, Mojito","cAketails Cocktail Cake, Mojito",cAketails,g,100.0,420.1300048828125
"Oatmeal Unleashed, Peanut Butter Chocolate Chip","Kodiak Cakes Oatmeal Unleashed, Peanut Butter Chocolate Chip",Kodiak Cakes,g,60.0,250.0
Cakeballz,National Cake Ball Cakeballz,National Cake Ball,package,1.0,220.0
Baby-Cut Carrots,Bolthouse Farms Baby-Cut Carrots,Bolthouse Farms,oz,3.0,35.0
Baby Carrots,Fresh Selection Baby Carrots,Fresh Selection,oz,3.0,35.0
"Vegetable Blend, Broccoli, Carrots, Green Beans, Yellow Carrots, Wax Beans, Red Peppers","Westpac Vegetable Blend, Broccoli, Carrots, Green Beans, Yellow Carrots, Wax Beans, Red Peppers",Westpac,cup,1.0,35.0
Carrots,Saladworks Carrots,Saladworks,salad,1.0,10.0
"Carrots, Sliced","Great Value Carrots, Sliced",Great Value,cup,123.0,30.0
"Baby Carrots, Organic","Marketside Baby Carrots, Organic",Marketside,cup,0.6600000262260437,35.0
Peas & Carrots,Great Value Peas & Carrots,Great Value,cup,0.6700000166893005,50.0
Cut & Peeled Baby Carrots,Cal-Organic Cut & Peeled Baby Carrots,Cal-Organic,oz,3.0,35.0
"Carrots, Baby","Publix Carrots, Baby",Publix,carrots,5.0,35.0
Sliced Carrots,Ralphs Sliced Carrots,Ralphs,cup,0.5,30.0
Steamed Carrots,Buffets Steamed Carrots,Buffets,spoon,1.0,40.0
Sauteed Carrots,Carrows Sauteed Carrots,Carrows,serving,1.0,230.0
Diced Carrots,Libby's Diced Carrots,Libby's,cup,1.0,10.0
Shredded Carrots,Sandella's Shredded Carrots,Sandella's,serving,1.0,10.0
Baton Carrots,Greens+ Baton Carrots,Greens+,g,100.0,34.869998931884766
Organic Carrots,Sweetgreen Organic Carrots,Sweetgreen,serving,1.0,10.0
"Carrots, Matchsticks","Buffets Carrots, Matchsticks",Buffets,spoon,1.0,5.0
Rainbow Carrots,Chop't Rainbow Carrots,Chop't,Portion,1.0,20.0
Whole Carrots,Gefen Whole Carrots,Gefen,carrots with liquid,4.0,30.0
Kids Cheese Enchilada With Carne Con Carne,Abuelo's Kids Cheese Enchilada With Carne Con Carne,Abuelo's,Serving,1.0,320.0
Chili Con Carne,Atkins Chili Con Carne,Atkins,bowl,1.0,320.0
Chilli con Carne,Morrisons Chilli con Carne,Morrisons,can,0.5,161.4600067138672
Calzone Carne Piccante,Zizzi Calzone Carne Piccante,Zizzi,serving,1.0,970.0
Carne Guisada,Casa Ole Carne Guisada,Casa Ole,dinner,1.0,1000.0
Carne Molida Bowl,Abuelo's Carne Molida Bowl,Abuelo's,Serving,1.0,180.0
Baked Empanadas Carne,Panas Baked Empanadas Carne,Panas,empanada,1.0,169.0
Carne Adovada,Village Inn Carne Adovada,Village Inn,serving,1.0,190.0
Chilli Con Carne,Princes Chilli Con Carne,Princes,can,0.5,300.4700012207031
Burrito Carne Adovada,Blake's Lotaburger Burrito Carne Adovada,Blake's Lotaburger,burrito,1.0,740.0
Carne Asada Bowl,Herdez Carne Asada Bowl,Herdez,bowl,1.0,280.0
"Carne Asada, Mucho","Mucho Burrito Carne Asada, Mucho",Mucho Burrito,g,150.0,210.0
"Carne Asada, Regular","Mucho Burrito Carne Asada, Regular",Mucho Burrito,g,100.0,140.0
Carne Asada Pizza,California Pizza Kitchen Carne Asada Pizza,California Pizza Kitchen,serving,1.0,210.0
Carne Asada Taco Filling,Mucho Burrito Carne Asada Taco Filling,Mucho Burrito,g,57.0,80.0
Epic Carne Asada Burrito,Del Taco Epic Carne Asada Burrito,Del Taco,Serving,1.0,740.0
"Street Taco, Carne Asada","Del Taco Street Taco, Carne Asada",Del Taco,Serving,1.0,180.0
Asada Taco,Yard House Asada Taco,Yard House,Serving,1.0,230.0
Carne Asada & Shrimp,El Torito Carne Asada & Shrimp,El Torito,serving,1.0,1100.0
Carne Asada Tacos,Veggie Grill Carne Asada Tacos,Veggie Grill,Plate,1.0,600.0
Celery Sticks,Dandy's Celery Sticks,Dandy's,sticks,2.0,15.0
Celery,Tossed Celery,Tossed,serving,1.0,10.0
Celery Hearts,Dole Celery Hearts,Dole,medium stalks,2.0,20.0
Celery Wings,Boneheads Celery Wings,Boneheads,sticks,3.0,5.0
Fresh Celery,Dole Fresh Celery,Dole,medium stalks,2.0,20.0
Sliced Celery,Landsberg Sliced Celery,Landsberg,piece,1.0,10.0
Organic Celery Sticks,Earthbound Farm Organic Celery Sticks,Earthbound Farm,sticks,2.0,15.0
Celery Strip,Western Sizzlin Celery Strip,Western Sizzlin,inch,4.0,0.0
Celery Salt,Encore Gourmet Celery Salt,Encore Gourmet,tsp,0.5,5.0
Diced Celery,Protein Bar Diced Celery,Protein Bar,cup,0.25,5.0
Carrot & Celery Sticks,Well Informed Carrot & Celery Sticks,Well Informed,sticks,12.0,40.0
"Salad Topping, Celery","Just Salad Salad Topping, Celery",Just Salad,serving,1.0,5.0
"Broccoli, Carrots & Celery","Mann's Broccoli, Carrots & Celery",Mann's,tray,1.0,70.0
Carrots & Celery,Western Sizzlin Carrots & Celery,Western Sizzlin,oz,2.0,20.0
Celery Chopped,Western Sizzlin Celery Chopped,Western Sizzlin,tbsp,1.0,0.0
"Celery Hearts, Fresh","Roundy's Celery Hearts, Fresh",Roundy's,medium stalks,2.0,20.0
"Veggie Sticks, Celery","Wingstop Veggie Sticks, Celery",Wingstop,Pieces,4.0,5.0
Celery Seed Dressing,Arni's Restaurant Celery Seed Dressing,Arni's Restaurant,pizza,1.0,500.0
Celery Slaw,Tom and Chee Celery Slaw,Tom and Chee,oz,6.0,480.0
"Salad Bar, Celery","Eat'n Park Salad Bar, Celery",Eat'n Park,cup,0.25,0.0
"1 Slice Hard Salami, 2 Slices Colby Jack Cheese","Cheesewich 1 Slice Hard Salami, 2 Slices Colby Jack Cheese",Cheesewich,pkg,1.0,290.0
"Cheese Snack, Cheddar","Moon Cheese Cheese Snack, Cheddar",Moon Cheese,pieces,9.5,100.0
Crunchy Cheese,Moon Cheese Crunchy Cheese,Moon Cheese,pieces,7.0,70.0
"Cheese Heads, String Cheese","Frigo Cheese Heads, String Cheese",Frigo,piece,1.0,80.0
Light String Cheese,Frigo Cheese Heads Light String Cheese,Frigo Cheese Heads,piece,1.0,50.0
Uncured Pepperoni & Mozzarella Cheese,Cheesewich Uncured Pepperoni & Mozzarella Cheese,Cheesewich,pkg,1.0,270.0
